Date,BTC/USD (Exchange rate),ETH/USD (Exchange rate),BTC/USD:USD (Linear),ETH/USD:USD (Linear),BTC/USD:BTC (Inverse),ETH/USD:ETH (Inverse)
2023/04/04 00:00:00,28165.47,1870.37,28155.2,1869.11,28159.9,1870.4
2023/04/05 00:00:00,28170.01,1908.69,28154.0,1907.48,28171.2,1908.65
2023/04/06 00:00:00,28033.82,1872.41,28022.8,1871.33,28034.3,1872.34
2023/04/07 00:00:00,27906.33,1863.72,27890.7,1862.87,27910.8,1864.31
2023/04/08 00:00:00,27938.38,1848.82,27924.9,1848.02,27943.5,1848.86
2023/04/09 00:00:00,28323.76,1858.92,28309.4,1857.84,28331.9,1858.86
2023/04/10 00:00:00,29637.34,1910.2,29623.1,1908.9,29666.7,1911.28
2023/04/11 00:00:00,30200.42,1889.86,30185.1,1888.89,30226.6,1890.67
2023/04/12 00:00:00,29888.07,1917.39,29875.0,1916.86,29902.1,1917.94
2023/04/13 00:00:00,30373.84,2012.01,30362.7,2011.8,30397.9,2013.26
2023/04/14 00:00:00,30466.93,2099.99,30453.1,2099.77,30469.7,2100.04
2023/04/15 00:00:00,30295.09,2090.6,30280.4,2091.2,30308.7,2091.59
2023/04/16 00:00:00,30273.12,2090.82,30270.9,2091.98,30292.7,2092.0
